,,,,,,,,,
ID,First Name,Savings Acc,Chequing Acc,SEX,AGE,,,,
10125,Guadalupe,73723,99490,M,38,,,,
10126,Hallie,52960,13408,M,29,,,,
10127,Harper,114011,115972,M,27,,,,
10128,Herb,60586,97535,M,36,,,,
10129,Hermon,42403,87057,F,37,,,,
10130,Hilliard,108476,53287,F,25,,,,
10131,Humphrey,49407,92786,F,38,,,,
10132,Isreal,43174,46259,F,33,,,,
10133,Iva,108068,136242,F,35,,,,
10134,Jarvis,43578,94170,F,45,,,,
10135,Jimmy,5420,828,M,22,,,,
10136,Julia,21406,14035,F,24,,,,
10137,Lacy,126088,99978,F,26,,,,
10138,Levy,76267,77626,F,44,,,,
10139,Mart,32434,36695,F,34,,,,
10140,Melton,101815,49903,F,27,,,,
10141,Nickolas,1277,26167,M,26,,,,
10142,Nolan,107476,33085,M,23,,,,
10143,Odell,78326,49920,F,39,,,,
10144,Olie,134993,124591,F,36,,,,
10145,Orla,142131,1703,M,54,,,,
10146,Orley,34260,91496,F,31,,,,
10147,Otha,72952,125626,F,46,,,,
10148,Press,82520,69920,F,35,,,,
10149,Price,15970,121971,M,47,,,,
10150,Rollo,39496,33300,M,41,,,,
10151,Ruffus,30710,66504,M,42,,,,
10152,Sheldon,28780,100496,F,48,,,,
10153,Shelton,105163,82777,F,30,,,,
10154,Silvester,48690,41811,F,28,,,,
10155,Stafford,134902,61558,M,56,,,,
10156,Sullivan,600,37192,M,22,,,,
10157,Theo,25456,111551,M,28,,,,
10158,Thornton,108905,82424,F,35,,,,
10159,Thurston,104586,144452,F,36,,,,
10160,Waldo,140445,39730,F,24,,,,
10161,Wayman,139092,80050,F,30,,,,
10162,Weldon,55913,80498,M,24,,,,
10163,Wes,121508,77764,M,32,,,,
10164,Winnie,66667,28197,M,23,,,,
10165,Worth,28899,106351,F,50,,,,
10166,Adolf,91563,74206,M,40,,,,
10167,Alden,112567,42311,M,26,,,,
10168,Algie,14199,36995,F,22,,,,
10169,Almer,106632,11588,F,39,,,,
10170,Alphonsus,11445,33161,M,26,,,,
10171,Alvis,32374,99711,M,28,,,,
10172,Ancel,118342,72002,F,40,,,,
10173,Andres,73088,95559,M,48,,,,
10174,Antoine,99930,63139,F,57,,,,
10175,Armand,123745,14544,F,28,,,,
10176,Ashley,141369,67964,M,34,,,,
10177,Author,32463,10957,F,49,,,,
10178,Bailey,66284,30521,F,30,,,,
10179,Bernie,29768,100421,M,34,,,,
10180,Booker,97344,100458,F,30,,,,
10181,Boss,73121,92859,M,25,,,,
10182,Brady,130260,97386,M,42,,,,
10183,Brooks,27235,95419,M,38,,,,
10184,Bryant,115607,98899,F,39,,,,
10185,Burke,62914,4155,F,52,,,,
10186,Burrel,5978,36180,F,40,,,,
10187,Cal,135466,131423,F,22,,,,
10188,Carleton,115250,81369,M,27,,,,
10189,Cass,48301,49979,F,41,,,,
10190,Cassius,123521,63912,F,38,,,,
10191,Chesley,90573,70541,M,36,,,,
10192,Cleo,70391,58828,M,33,,,,
10193,Cleon,129767,126192,F,38,,,,
10194,Dalton,54374,29569,M,28,,,,
10195,Delmar,59779,126654,M,46,,,,
10196,Denis,114792,18834,M,34,,,,
10197,Dillard,26239,89318,M,41,,,,
10198,Dora,51165,57488,M,32,,,,
10199,Doss,114799,128253,M,24,,,,
10200,Dozier,27124,33143,F,25,,,,
10201,Ebb,142309,115877,M,29,,,,
10202,Edna,55714,5393,M,27,,,,
10203,Elbridge,113865,39345,F,62,,,,
10204,Elden,16269,144480,M,32,,,,
10205,Eldon,20598,50531,M,48,,,,
10206,Eldridge,17761,128916,M,46,,,,
10207,Eligah,79577,142648,M,28,,,,
10208,Ella,97851,126771,M,26,,,,
10209,Ellie,106343,132833,F,45,,,,
10210,Elliot,70209,6208,F,46,,,,
10211,Elroy,79152,49020,F,31,,,,
10212,Elva,65423,127858,F,34,,,,
10213,Emit,957,107516,F,41,,,,
10214,Fulton,23907,131741,M,30,,,,
10215,Geo,80390,83347,M,29,,,,
10216,Gerhard,16442,48834,M,52,,,,
10217,Gottlieb,33943,26946,M,46,,,,
10218,Graham,33949,6301,M,23,,,,
10219,Handy,136181,29074,M,46,,,,
10220,Helmer,50667,44046,F,25,,,,
10221,Hill,120712,116596,M,47,,,,
10222,Hillard,94837,74805,M,41,,,,
10223,Hjalmer,32605,23648,F,26,,,,
10224,Hubbard,99565,4959,M,32,,,,
10225,Hunter,142795,14110,F,60,,,,
10226,Hurley,144931,12291,M,33,,,,
10227,Ignatz,88692,120932,F,51,,,,
10228,Isham,22640,95663,F,22,,,,
10229,Jarrett,57709,60761,F,38,,,,
10230,Jewel,55183,5245,F,42,,,,
10231,Joeseph,119139,144025,F,38,,,,
10232,Jule,29379,101601,F,35,,,,
10233,Juluis,7168,117175,F,25,,,,
10234,Junious,55000,134569,M,36,,,,
10235,Justin,77594,86985,F,23,,,,
10236,Justus,118259,45734,M,62,,,,
10237,Kelley,108912,3242,F,33,,,,
10238,Landon,99339,144509,M,41,,,,
10239,Larkin,17183,16068,M,49,,,,
10240,Lawyer,121917,35150,M,24,,,,
10241,Lillian,81549,144626,F,28,,,,
10242,Linwood,51014,93843,M,27,,,,
10243,Lionel,21350,132108,F,29,,,,
10244,Lorenza,100654,31089,F,30,,,,
10245,Malcom,120663,129887,M,38,,,,
10246,Marlin,83669,94565,F,29,,,,
10247,Maude,45975,63631,M,35,,,,
10248,Miller,138250,29068,F,35,,,,
10249,Miner,74563,4839,F,41,,,,
10250,Moody,72508,117500,M,32,,,,
10251,Myrtle,23614,125262,M,26,,,,
10252,Namon,33318,3709,F,56,,,,
10253,Newt,86200,106812,F,33,,,,
10254,Ocie,114982,142299,F,36,,,,
10255,Oda,30813,4658,M,41,,,,
10256,Odin,88125,129708,M,23,,,,
10257,Odis,58491,140870,F,41,,,,
10258,Oley,135778,86110,M,32,,,,
10259,Omar,64025,50002,F,38,,,,
10260,Orie,2541,64721,M,25,,,,
10261,Orson,32645,58060,F,24,,,,
10262,Osborn,6129,104801,F,26,,,,
10263,Osie,72876,47334,F,44,,,,
10264,Ossie,38672,16359,M,32,,,,
10265,Palmer,117905,118427,M,47,,,,
10266,Percival,99029,104798,M,26,,,,
10267,Pleasant,29173,48270,M,30,,,,
10268,Prentice,59407,87735,M,44,,,,
10269,Purl,47164,59052,M,50,,,,
10270,Reece,103240,54402,M,36,,,,
10271,Roby,41261,21624,M,46,,,,
10272,Sarah,103907,24112,M,29,,,,
10273,Seaborn,74527,23772,M,25,,,,
10274,Shep,114221,58439,M,42,,,,
10275,Simmie,143959,94046,M,25,,,,
10276,Spurgeon,44926,45686,M,27,,,,
10277,Stanislaus,120524,61128,F,34,,,,
10278,Thad,62277,29041,F,35,,,,
10279,Tilman,83033,8519,M,33,,,,
10280,Titus,81394,74720,F,33,,,,
10281,Tommy,136124,13915,M,28,,,,
10282,Urban,67422,121476,F,26,,,,
10283,Vander,6144,110793,F,47,,,,
10284,Vicente,88725,110431,F,33,,,,
10285,Watt,164,89851,M,41,,,,
10286,Whit,34397,45804,F,29,,,,
10287,Wilhelm,110894,932,F,56,,,,
10288,Zollie,99229,90659,F,35,,,,
10289,Abb,14477,80513,F,33,,,,
10290,Ace,3038,82436,F,26,,,,
10291,Aden,45185,92884,M,50,,,,
10292,Ah,22033,23285,M,25,,,,
10293,Aleck,11584,104823,F,30,,,,
10294,Almond,42312,123431,F,31,,,,
10295,Alpheus,34027,88104,M,29,,,,
10296,Alvy,138454,99861,M,24,,,,
10297,Bayard,18610,45823,M,23,,,,
10298,Bedford,107215,109705,F,41,,,,
10299,Bee,113281,64103,M,36,,,,
10300,Beecher,105825,63936,M,47,,,,
10301,Benny,125,96969,M,43,,,,
10302,Bessie,133806,7333,F,39,,,,
10303,Birt,21690,51975,M,27,,,,
10304,Blain,105868,24757,F,51,,,,
10305,Blair,129951,69994,F,23,,,,
10306,Boston,114017,58814,F,41,,,,
10307,Bowman,132207,145014,F,54,,,,
10308,Bunk,27682,84910,F,30,,,,
10309,Burgess,39302,29964,F,34,,,,
10310,Burrell,132460,143483,M,42,,,,
10311,Butler,33177,38641,M,25,,,,
10312,Carol,89876,130589,M,45,,,,
10313,Carrie,103921,105304,M,47,,,,
10314,Chalmers,58162,87384,F,33,,,,
10315,Charly,122580,55067,F,50,,,,
10316,Chin,72704,40150,M,32,,,,
10317,Clell,112665,93965,M,23,,,,
10318,Cody,121966,99257,M,42,,,,
10319,Courtney,126795,60640,F,51,,,,
10320,Crockett,19928,31691,F,51,,,,
10321,Cyril,73659,39070,M,54,,,,
10322,Darwin,70635,39238,F,26,,,,
10323,Delos,65964,79177,F,25,,,,
10324,Dink,58434,27280,F,24,,,,
10325,Duke,30627,67556,F,39,,,,
10326,Durward,104050,86283,F,23,,,,
10327,Ebbie,129700,48968,M,22,,,,
10328,Eddy,110234,44492,M,34,,,,
10329,Edson,120976,97623,M,32,,,,
10330,Elgie,2832,124760,M,23,,,,
10331,Ellen,114534,109859,F,32,,,,
10332,Ellery,87628,90191,F,35,,,,
10333,Elwin,51828,58496,F,41,,,,
10334,Erie,126602,99913,M,27,,,,
10335,Ernie,116985,76284,M,23,,,,
10336,Esau,96708,88998,M,45,,,,
10337,Euclid,140554,89244,F,57,,,,
10338,Eugenio,21811,80520,M,47,,,,
10339,Ewing,96689,57374,M,32,,,,
10340,Fannie,87252,46451,M,28,,,,
10341,Farley,132689,94623,F,28,,,,
10342,Felipe,75505,45203,F,65,,,,
10343,Fern,112986,104554,F,53,,,,
10344,Fielding,9751,89912,M,53,,,,
10345,Fremont,36990,133380,F,28,,,,
10346,Gabe,9534,10244,F,35,,,,
10347,Garnett,18123,10049,F,53,,,,
10348,Gary,52327,74076,M,36,,,,
10349,Gentry,42037,98719,F,35,,,,
10350,Georgia,33246,29518,F,35,,,,
10351,Geroge,94752,6823,F,40,,,,
10352,Gertrude,113780,25587,F,24,,,,
10353,Gid,107739,104654,M,58,,,,
10354,Gilford,59754,144129,F,43,,,,
10355,Gill,81401,66227,M,25,,,,
10356,Golden,44924,43732,F,44,,,,
10357,Gregory,11863,98045,F,48,,,,
10358,Gunder,86696,99446,F,48,,,,
10359,Gussie,13867,103227,M,35,,,,
10360,Gustavus,57922,51830,M,37,,,,
10361,Harvy,144124,40433,M,30,,,,
10362,Hervey,25734,95651,M,41,,,,
10363,Holmes,14774,62049,F,40,,,,
10364,Isac,13642,129912,F,28,,,,
10365,Isidore,50803,61164,F,41,,,,
10366,Iver,96083,76890,F,32,,,,
10367,Jabe,33202,61195,M,32,,,,
10368,Jabez,94002,11066,F,26,,,,
10369,Jas,24881,78275,M,39,,,,
10370,Jessee,69513,90943,F,58,,,,
10371,Josephus,139778,70577,M,37,,,,
10372,Judd,76017,116540,M,28,,,,
10373,Lars,9112,81075,F,33,,,,
10374,Lauren,77975,46484,M,30,,,,
10375,Less,46104,37326,M,26,,,,
10376,Lillie,127330,145867,M,24,,,,
10377,Linn,117284,98095,M,33,,,,
10378,Linzy,107119,57777,M,47,,,,
10379,Little,99128,8782,M,49,,,,
10380,Littleton,98220,68644,F,29,,,,
10381,Lot,118539,93320,F,38,,,,
10382,Louise,135826,6252,M,29,,,,
10383,Loy,121548,78089,F,30,,,,
10384,Luby,110154,58320,F,25,,,,
10385,Lucas,54993,135974,F,34,,,,
10386,Lytle,86216,7349,M,54,,,,
10387,Man,57005,74761,M,29,,,,
10388,Manning,116165,79393,F,33,,,,
10389,Mansfield,131622,102865,F,22,,,,
10390,Marcel,28093,136732,F,25,,,,
10391,Marian,123838,78958,M,49,,,,
10392,Maryland,83420,2515,F,25,,,,
10393,Milburn,86805,4624,F,30,,,,
10394,Monte,80944,115079,M,23,,,,
10395,Murry,122787,128846,M,28,,,,
10396,Needham,24255,105695,M,30,,,,
10397,Norton,50559,132347,F,29,,,,
10398,Obe,7401,2938,M,26,,,,
10399,Osborne,104400,130563,M,22,,,,
10400,Ottie,97377,64486,M,53,,,,
10401,Overton,113046,78755,F,32,,,,
10402,Peyton,10982,34346,M,32,,,,
10403,Pleas,134855,62141,F,26,,,,
10404,Pliny,77099,113076,M,34,,,,
10405,Proctor,145087,28574,F,30,,,,
10406,Prosper,52862,18910,F,29,,,,
10407,Quince,111739,32945,F,29,,,,
10408,Rafael,125179,3777,F,51,,,,
10409,Reinhold,24826,121270,F,39,,,,
10410,Rene,57797,136515,F,27,,,,
10411,Reubin,69272,69471,M,32,,,,
10412,Rob,131981,71053,M,33,,,,
10413,Roderick,108216,75766,F,27,,,,
10414,Rome,99228,107046,M,40,,,,
10415,Rose,129017,143780,F,24,,,,
10416,Roswell,73508,72122,M,29,,,,
10417,Rowland,42171,4699,F,25,,,,
10418,Russel,97632,136528,M,33,,,,
10419,Sammie,33129,102686,F,64,,,,
10420,Samual,8673,44578,M,38,,,,
10421,Sebron,1326,123857,M,23,,,,
10422,Severt,142112,121595,F,22,,,,
10423,Stacy,68128,50275,F,35,,,,
10424,Stanton,27427,58467,F,29,,,,
10425,Teodoro,41338,71800,F,32,,,,
10426,Theodor,129735,78913,F,50,,,,
10427,Theophilus,102209,76056,M,40,,,,
10428,Thos,59609,14199,F,49,,,,
10429,Tilden,21182,72609,M,30,,,,
10430,Toy,98022,103283,M,26,,,,
10431,Tucker,129868,19913,M,39,,,,
10432,Tyler,52920,38894,M,35,,,,
10433,Vere,104416,93282,F,49,,,,
10434,Volney,76950,40199,M,36,,,,
10435,Waverly,97316,144969,F,34,,,,
10436,Wayland,81323,95374,M,33,,,,
10437,Wells,39034,84742,M,29,,,,
10438,Weston,139891,83187,F,40,,,,
10439,Williard,14963,95460,M,29,,,,
10440,Willy,84106,101767,M,27,,,,
10441,Winston,28657,52032,F,38,,,,
10442,York,29902,135408,F,22,,,,
10443,Zachariah,37054,15731,F,37,,,,
10444,Mary,72422,127647,F,40,,,,
10445,Anna,101608,118935,M,22,,,,
10446,Emma,94907,33752,F,30,,,,
10447,Elizabeth,120143,118113,M,24,,,,
10448,Margaret,128156,51492,M,25,,,,
10449,Minnie,83474,70172,M,41,,,,
10450,Clara,27217,137948,F,41,,,,
10451,Bertha,105824,71207,F,31,,,,
10452,Ida,35084,54492,M,27,,,,
10453,Annie,101934,43083,M,52,,,,
10454,Alice,44797,107572,M,25,,,,
10455,Florence,49017,88903,F,31,,,,
10456,Bessie,20512,15233,F,25,,,,
10457,Grace,144544,119805,F,50,,,,
10458,Ethel,74282,59565,F,38,,,,
10459,Nellie,141741,105070,F,53,,,,
10460,Martha,74494,79026,F,48,,,,
10461,Sarah,29922,90364,M,34,,,,
10462,Ella,17054,130169,F,36,,,,
10463,Mabel,46987,143062,F,36,,,,
10464,Laura,63688,75852,F,37,,,,
10465,Carrie,3000,13550,M,29,,,,
10466,Cora,2609,137720,M,29,,,,
10467,Maude,10219,144086,M,43,,,,
10468,Rose,5276,23354,M,24,,,,
10469,Pearl,94149,84238,M,28,,,,
10470,Lillian,116572,41115,F,54,,,,
10471,Helen,59794,40374,F,26,,,,
10472,Gertrude,25498,140506,M,32,,,,
10473,Edna,55272,3871,M,41,,,,
10474,Edith,31219,34696,M,31,,,,
10475,Julia,89659,6737,F,31,,,,
10476,Jennie,36039,30431,M,46,,,,
10477,Myrtle,113093,11989,M,34,,,,
10478,Mattie,35965,122233,M,25,,,,
10479,Hattie,75963,44126,F,45,,,,
10480,Lillie,142183,3472,F,40,,,,
10481,Eva,21644,21500,M,27,,,,
10482,Louise,60072,78608,M,41,,,,
10483,Jessie,118061,36330,M,23,,,,
10484,Lula,107590,124374,M,43,,,,
10485,Marie,120512,82206,F,25,,,,
10486,Ada,99332,60998,F,38,,,,
10487,Lena,94739,16873,F,41,,,,
10488,Catherine,47183,101482,M,33,,,,
10489,Frances,24800,11873,M,25,,,,
10490,Fannie,25403,42727,M,31,,,,
10491,Josephine,38813,23068,M,33,,,,
10492,Dora,79127,104514,F,38,,,,
10493,Katherine,92717,76925,M,25,,,,
10494,Maggie,58232,22735,F,25,,,,
10495,Lucy,35412,83379,M,33,,,,
10496,Blanche,11439,141301,M,49,,,,
10497,Agnes,134324,72585,F,37,,,,
10498,Elsie,56136,145042,F,43,,,,
10499,Nora,23236,108168,M,43,,,,
10500,Stella,67797,35367,M,47,,,,
10501,Rosa,16963,91967,F,32,,,,
10502,Effie,41804,74780,M,37,,,,
10503,Daisy,89187,98636,M,33,,,,
10504,May,96156,5777,M,32,,,,
10505,Mamie,131805,42393,M,29,,,,
10506,Mae,142472,52431,M,25,,,,
10507,Ellen,33402,26860,F,22,,,,
10508,Lizzie,111160,127290,M,34,,,,
10509,Nettie,6230,31202,M,29,,,,
10510,Nancy,24218,104132,M,39,,,,
10511,Alma,141345,36184,F,35,,,,
10512,Sadie,61633,34126,F,44,,,,
10513,Ruth,99400,113244,F,34,,,,
10514,Della,132852,108871,F,39,,,,
10515,Susie,133500,2514,M,35,,,,
10516,Sallie,139887,55072,M,41,,,,
10517,Flora,86056,39126,F,33,,,,
10518,Maud,116785,62637,M,37,,,,
10519,Addie,128031,59021,F,43,,,,
10520,Lydia,49744,32500,F,29,,,,
10521,Caroline,55902,40967,F,40,,,,
10522,Mollie,30629,69409,F,51,,,,
10523,Lottie,28943,14219,M,24,,,,
10524,Katie,7378,89839,F,33,,,,
10525,Irene,79422,14784,F,28,,,,
10526,Etta,57068,69279,M,24,,,,
10527,Georgia,54914,74466,F,40,,,,
10528,Lulu,113642,26122,M,40,,,,
10529,Olive,107932,95133,F,34,,,,
10530,Emily,120050,3634,M,42,,,,
10531,Viola,140316,19894,F,36,,,,
10532,Harriet,135498,7071,M,43,,,,
10533,Amanda,115856,4362,M,29,,,,
10534,Jane,78174,67371,F,52,,,,
10535,Esther,106892,132207,F,37,,,,
10536,Kathryn,4623,88548,F,27,,,,
10537,Charlotte,138046,2744,F,25,,,,
10538,Willie,108068,19086,M,37,,,,
10539,Beulah,96057,124216,F,56,,,,
10540,Kate,21488,145136,F,47,,,,
10541,Ollie,31071,10731,M,48,,,,
10542,Rebecca,142511,130373,F,27,,,,
10543,Susan,40679,35457,M,33,,,,
10544,Eliza,120908,91946,M,39,,,,
10545,Amelia,90027,11989,F,47,,,,
10546,Virginia,133187,13747,F,28,,,,
10547,Nannie,66763,38204,M,56,,,,
10548,Hazel,48891,30940,M,25,,,,
10549,Ruby,52835,27194,F,39,,,,
10550,Matilda,34836,132776,F,66,,,,
10551,Belle,90051,42241,F,28,,,,
10552,Pauline,34369,33215,M,36,,,,
10553,Estella,60018,121651,F,26,,,,
10554,Mildred,98487,79568,F,30,,,,
10555,Amy,114476,125429,F,25,,,,
10556,Hannah,11177,82528,M,31,,,,
10557,Theresa,235,127814,F,29,,,,
10558,Leona,125264,55526,F,36,,,,
10559,Iva,123415,35293,F,44,,,,
10560,Henrietta,129068,12358,M,27,,,,
10561,Augusta,135555,63490,F,30,,,,
10562,Eleanor,116408,99029,M,29,,,,
10563,Ora,65266,138182,M,36,,,,
10564,Sara,25466,110729,M,36,,,,
10565,Rachel,45743,46072,M,34,,,,
10566,Josie,44539,601,F,24,,,,
10567,Ann,97505,74991,M,52,,,,
10568,Anne,37074,23748,M,36,,,,
10569,Marion,53915,40303,F,33,,,,
10570,Mayme,117826,61502,F,25,,,,
10571,Dorothy,118936,37164,M,40,,,,
10572,Barbara,43722,74476,F,41,,,,
10573,Nina,47528,16917,F,29,,,,
10574,Evelyn,46515,48397,M,31,,,,
10575,Lola,10798,139955,M,51,,,,
10576,Beatrice,16301,68591,M,31,,,,
10577,Sophia,123853,23174,F,22,,,,
10578,Estelle,21511,72012,M,28,,,,
10579,Mable,53678,87308,M,25,,,,
10580,Allie,2631,86230,M,31,,,,
10581,Maria,26313,114925,M,47,,,,
10582,Lela,143468,142142,M,24,,,,
10583,Goldie,145387,78869,M,54,,,,
10584,Victoria,95232,28087,M,38,,,,
10585,Eula,141038,128915,F,54,,,,
10586,Callie,79925,25938,F,45,,,,
10587,Alta,30097,104792,F,53,,,,
10588,Betty,21840,51840,M,27,,,,
10589,Delia,40618,112462,M,24,,,,
10590,Janie,132374,28688,F,28,,,,
10591,Celia,73126,41340,F,28,,,,
10592,Essie,56701,13688,M,33,,,,
10593,Millie,127786,82170,F,26,,,,
10594,Nell,127559,69305,M,31,,,,
10595,Inez,143817,12019,M,34,,,,
10596,Rena,119676,1052,F,29,,,,
10597,Rosie,98398,87866,M,50,,,,
10598,Ola,1340,122047,F,30,,,,
10599,Louisa,17851,12544,M,31,,,,
10600,Eunice,76721,52314,F,23,,,,
10601,Lou,68955,104675,M,51,,,,
10602,Christine,90660,134218,M,23,,,,
10603,Birdie,12774,26011,F,36,,,,
10604,Luella,145838,143223,M,43,,,,
10605,Bettie,60358,101923,M,41,,,,
10606,Bertie,90455,4573,F,24,,,,
10607,Ina,107610,123505,M,51,,,,
10608,Sophie,62298,1254,F,31,,,,
10609,Vera,123951,106730,F,27,,,,
10610,Leila,91555,33656,M,29,,,,
10611,Hilda,116804,75944,M,61,,,,
10612,Olga,100869,145741,M,31,,,,
10613,Winifred,39043,78206,M,31,,,,
10614,Hulda,34516,36930,M,26,,,,
10615,Lora,99715,809,M,28,,,,
10616,Sylvia,70594,49353,M,35,,,,
10617,Dollie,6838,1890,M,40,,,,
10618,Nelle,85924,29222,M,55,,,,
10619,Elva,81350,3555,F,50,,,,
10620,Verna,138296,133100,M,26,,,,
10621,Christina,12773,143231,M,23,,,,
10622,Sally,37156,131966,F,24,,,,
10623,Hettie,58508,56230,M,51,,,,
10624,Rhoda,40332,115645,F,27,,,,
10625,Isabelle,15984,10258,F,46,,,,
10626,Lois,35231,71501,F,37,,,,
10627,Lelia,106255,72929,F,35,,,,
10628,Isabel,85674,138585,F,57,,,,
10629,Mathilda,75633,104128,M,52,,,,
10630,Tillie,56909,115645,F,33,,,,
10631,Lucille,39621,51658,M,46,,,,
10632,Jean,54043,20342,M,27,,,,
10633,Cornelia,63488,33053,M,26,,,,
10634,Alberta,14780,77894,M,32,,,,
10635,Bess,17055,141472,F,30,,,,
10636,Bernice,2809,78757,M,24,,,,
10637,Adelaide,56189,103093,F,23,,,,
10638,Sue,18111,101970,M,24,,,,
10639,Violet,144495,107778,M,24,,,,
10640,Gladys,38784,108153,M,25,,,,
10641,Loretta,65746,86465,M,50,,,,
10642,Frieda,131779,68469,M,40,,,,
10643,Abbie,40750,43514,F,48,,,,
10644,Lily,91247,81375,M,38,,,,
10645,Lura,8160,133133,M,37,,,,
10646,Roxie,12500,93892,M,44,,,,
10647,Genevieve,141180,121306,F,49,,,,
10648,Gertie,35826,18627,F,45,,,,
10649,Gussie,76698,74010,F,22,,,,
10650,Johanna,36206,77466,M,27,,,,
10651,Adeline,105545,95128,M,33,,,,
10652,Carolyn,137088,127523,F,54,,,,
10653,Helena,85493,55384,M,25,,,,
10654,Marguerite,63637,13032,M,26,,,,
10655,Fanny,57906,115525,M,36,,,,
10656,Hester,138949,14597,M,38,,,,
10657,Leah,57852,29718,F,30,,,,
10658,Cecelia,101385,128367,M,30,,,,
10659,Lucinda,97502,36139,F,43,,,,
10660,Myra,119768,95829,M,23,,,,
10661,Mina,30693,14405,M,29,,,,
10662,Jeannette,113047,56631,M,40,,,,
10663,Lilly,141854,67939,M,40,,,,
10664,Winnie,50787,121281,M,36,,,,
10665,Harriett,40991,98932,F,34,,,,
10666,Katharine,125227,110792,F,41,,,,
10667,Lucile,126771,121935,M,29,,,,
10668,Minerva,68665,145237,M,45,,,,
10669,Virgie,90287,32630,F,42,,,,
10670,Elma,77165,46769,F,45,,,,
10671,Jeanette,27278,42516,F,48,,,,
10672,Wilhelmina,32651,77481,F,29,,,,
10673,Hallie,137523,112401,M,35,,,,
10674,Flossie,20322,137631,M,28,,,,
10675,Lenora,71658,100261,F,36,,,,
10676,Dessie,127441,137397,F,42,,,,
10677,Meta,50263,95843,M,40,,,,
10678,Phoebe,48605,124801,M,24,,,,
10679,Adele,19590,70459,F,37,,,,
10680,Cecilia,138705,136475,M,32,,,,
10681,Regina,23988,16472,F,33,,,,
10682,Lettie,135069,38674,F,46,,,,
10683,Mabelle,56710,62979,F,33,,,,
10684,Irma,64752,51263,M,53,,,,
10685,Eugenia,104420,124101,M,30,,,,
10686,Lida,54766,123880,F,31,,,,
10687,Naomi,16255,64927,F,49,,,,
10688,Selma,81015,38337,F,47,,,,
10689,Blanch,108821,86755,M,39,,,,
10690,Claudia,56116,63393,M,27,,,,
10691,Freda,94797,16570,F,35,,,,
10692,Elsa,143675,71514,M,23,,,,
10693,Francis,75308,128724,M,43,,,,
10694,Teresa,102814,39683,M,27,,,,
10695,Marian,132889,37299,M,28,,,,
10696,Mittie,141803,140163,F,27,,,,
10697,Lila,9001,95512,M,26,,,,
10698,Cassie,135526,144081,F,57,,,,
10699,Emilie,112578,15018,F,39,,,,
10700,Linda,2772,113026,M,73,,,,
10701,Myrtie,7886,18858,M,27,,,,
10702,Cynthia,127279,69897,M,31,,,,
10703,Marjorie,3919,141031,F,25,,,,
10704,Olivia,123513,25622,M,23,,,,
10705,Cordelia,21188,65431,M,33,,,,
10706,Orpha,138950,77743,M,23,,,,
10707,Catharine,80108,119684,M,24,,,,
10708,Zella,1889,123626,M,34,,,,
10709,Elnora,61205,123208,F,30,,,,
10710,Erma,54331,14752,F,38,,,,
10711,Linnie,11639,80004,M,38,,,,
10712,Madge,31082,64246,M,49,,,,
10713,Mandy,76532,93444,M,39,,,,
10714,Maudie,133940,122035,M,23,,,,
10715,Bonnie,50560,92434,M,38,,,,
10716,Elvira,41239,52928,F,31,,,,
10717,Leola,66056,131847,F,37,,,,
10718,Alvina,118075,79667,M,28,,,,
10719,Juanita,126467,82177,F,28,,,,
10720,Norma,103066,78871,M,26,,,,
10721,Ophelia,71436,22491,M,29,,,,
10722,Vivian,38973,130164,M,28,,,,
10723,Artie,85178,68799,F,54,,,,
10724,Geneva,41765,97630,F,32,,,,
10725,Ivy,19524,98273,F,26,,,,
10726,Annette,65303,32405,M,33,,,,
10727,Claire,136415,59922,F,35,,,,
10728,Kittie,45750,69568,M,31,,,,
10729,Lorena,119968,143163,M,47,,,,
10730,Lyda,20201,48112,F,48,,,,
10731,Margie,50849,101203,M,35,,,,
10732,Rosalie,52081,25784,M,33,,,,
10733,Fay,31510,110808,F,32,,,,
10734,Isabella,108761,140537,F,32,,,,
10735,Louella,113518,98678,F,44,,,,
10736,Zora,117253,71948,F,27,,,,
10737,Janet,70271,103320,M,36,,,,
10738,Lee,28912,124512,M,39,,,,
10739,Bell,84086,139735,M,26,,,,
10740,John,119052,95815,F,48,,,,
10741,Malinda,57906,73854,M,63,,,,
10742,Melissa,113630,111798,F,42,,,,
10743,Pearle,100594,115569,F,40,,,,
10744,Pearlie,5614,29480,F,41,,,,
10745,Roberta,61336,129047,F,45,,,,
10746,Dolly,71890,92125,M,44,,,,
10747,Fern,126439,13801,F,47,,,,
10748,Melvina,35400,130881,M,32,,,,
10749,Dona,87162,93696,M,52,,,,
10750,Floy,49638,27362,M,27,,,,
10751,Letha,123885,10845,F,38,,,,
10752,Lilla,47768,109713,F,26,,,,
10753,Lina,14002,47626,M,32,,,,
10754,Polly,30371,119833,F,31,,,,
10755,Vina,64218,117493,F,31,,,,
10756,Eda,84967,29515,F,42,,,,
10757,Ila,80879,135415,M,22,,,,
10758,Leota,136802,142672,F,53,,,,
10759,Miriam,104382,127133,F,51,,,,
10760,Antoinette,140637,135944,M,29,,,,
10761,Dovie,121448,50736,F,24,,,,
10762,Madeline,35662,12526,F,27,,,,
10763,Rosetta,140893,64570,F,53,,,,
10764,Gracie,61394,97036,F,39,,,,
10765,Joanna,45739,99945,M,24,,,,
10766,Neva,144627,99749,F,23,,,,
10767,Edythe,63877,6711,F,42,,,,
10768,Isabell,108482,90453,F,34,,,,
